,,,,,,,,,,,,,,,,
Rk,Team,Date,Spread,Over/Under,Temperature,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result,Game time
1011,CHI,9/26/21,7.5,44.5,70,Sun,3,3,@,CLE,L 6-26,7.5,did not cover,44.5,under,early
1012,CLE,9/26/21,-7.5,44.5,70,Sun,3,3,,CHI,W 26-6,-7.5,covered,44.5,under,early
1013,DET,9/26/21,7.5,50.5,66,Sun,3,3,,BAL,L 17-19,7.5,covered,50.5,under,early
1014,BAL,9/26/21,-7.5,50.5,66,Sun,3,3,@,DET,W 19-17,-7.5,did not cover,50.5,under,early
1015,ARI,9/26/21,-7.5,51.5,81,Sun,3,3,@,JAX,W 31-19,-7.5,covered,51.5,under,early
1016,JAX,9/26/21,7.5,51.5,81,Sun,3,3,,ARI,L 19-31,7.5,did not cover,51.5,under,early
1017,KAN,9/26/21,-7,54.5,81,Sun,3,3,,LAC,L 24-30,-7,did not cover,54.5,under,early
1018,LAC,9/26/21,7,54.5,81,Sun,3,3,@,KAN,W 30-24,7,covered,54.5,under,early
1019,NOR,9/26/21,3,42.5,73,Sun,3,3,@,NWE,W 28-13,3,covered,42.5,under,early
1020,NWE,9/26/21,-3,42.5,73,Sun,3,3,,NOR,L 13-28,-3,did not cover,42.5,under,early
1021,ATL,9/26/21,3,47.5,69,Sun,3,3,@,NYG,W 17-14,3,covered,47.5,under,early
1022,NYG,9/26/21,-3,47.5,69,Sun,3,3,,ATL,L 14-17,-3,did not cover,47.5,under,early
1023,IND,9/26/21,5.5,47.5,72,Sun,3,3,@,TEN,L 16-25,5.5,did not cover,47.5,under,early
1024,TEN,9/26/21,-5.5,47.5,72,Sun,3,3,,IND,W 25-16,-5.5,covered,47.5,under,early
1025,CIN,9/26/21,3,43,67,Sun,3,3,@,PIT,W 24-10,3,covered,43,under,early
1026,PIT,9/26/21,-3,43,67,Sun,3,3,,CIN,L 10-24,-3,did not cover,43,under,early
1027,CAR,9/19/21,3,44.5,83,Sun,2,2,,NOR,W 26-7,3,covered,44.5,under,early
1028,NOR,9/19/21,-3,44.5,83,Sun,2,2,@,CAR,L 7-26,-3,did not cover,44.5,under,early
1029,CHI,9/19/21,-1.5,44.5,80,Sun,2,2,,CIN,W 20-17,-1.5,covered,44.5,under,early
1030,CIN,9/19/21,1.5,44.5,80,Sun,2,2,@,CHI,L 17-20,1.5,did not cover,44.5,under,early
1031,CLE,9/19/21,-13.5,48,75,Sun,2,2,,HOU,W 31-21,-13.5,did not cover,48,over,early
1032,HOU,9/19/21,13.5,48,75,Sun,2,2,@,CLE,L 21-31,13.5,covered,48,over,early
1033,IND,9/19/21,3.5,48,81,Sun,2,2,,LAR,L 24-27,3.5,covered,48,over,early
1034,LAR,9/19/21,-3.5,48,81,Sun,2,2,@,IND,W 27-24,-3.5,did not cover,48,over,early
1035,DEN,9/19/21,-6,45,80,Sun,2,2,@,JAX,W 23-13,-6,covered,45,under,early
1036,JAX,9/19/21,6,45,80,Sun,2,2,,DEN,L 13-23,6,did not cover,45,under,early
1037,BUF,9/19/21,-3.5,47.5,89,Sun,2,2,@,MIA,W 35-0,-3.5,covered,47.5,under,early
1038,MIA,9/19/21,3.5,47.5,89,Sun,2,2,,BUF,L 0-35,3.5,did not cover,47.5,under,early
1039,NWE,9/19/21,-6,43,72,Sun,2,2,@,NYJ,W 25-6,-6,covered,43,under,early
1040,NYJ,9/19/21,6,43,72,Sun,2,2,,NWE,L 6-25,6,did not cover,43,under,early
1041,PHI,9/19/21,3,49,76,Sun,2,2,,SFO,L 11-17,3,did not cover,49,under,early
1042,SFO,9/19/21,-3,49,76,Sun,2,2,@,PHI,W 17-11,-3,covered,49,under,early
1043,PIT,9/19/21,-6,47,77,Sun,2,2,,LVR,L 17-26,-6,did not cover,47,under,early
1044,LVR,9/19/21,6,47,77,Sun,2,2,@,PIT,W 26-17,6,covered,47,under,early
1045,ATL,9/12/21,-3.5,49,79,Sun,1,1,,PHI,L 6-32,-3.5,did not cover,49,under,early
1046,PHI,9/12/21,3.5,49,79,Sun,1,1,@,ATL,W 32-6,3.5,covered,49,under,early
1047,BUF,9/12/21,-6.5,48.5,73,Sun,1,1,,PIT,L 16-23,-6.5,did not cover,48.5,under,early
1048,PIT,9/12/21,6.5,48.5,73,Sun,1,1,@,BUF,W 23-16,6.5,covered,48.5,under,early
1049,CAR,9/12/21,-4,45,81,Sun,1,1,,NYJ,W 19-14,-4,covered,45,under,early
1050,NYJ,9/12/21,4,45,81,Sun,1,1,@,CAR,L 14-19,4,did not cover,45,under,early
1051,CIN,9/12/21,3,47.5,81,Sun,1,1,,MIN,W 27-24 (OT),3,covered,47.5,over,early
1052,MIN,9/12/21,-3,47.5,81,Sun,1,1,@,CIN,L 24-27 (OT),-3,did not cover,47.5,over,early
1053,IND,9/12/21,3,49,81,Sun,1,1,,SEA,L 16-28,3,did not cover,49,under,early
1054,SEA,9/12/21,-3,49,81,Sun,1,1,@,IND,W 28-16,-3,covered,49,under,early
1055,DET,9/12/21,9,45.5,79,Sun,1,1,,SFO,L 33-41,9,covered,45.5,over,early
1056,SFO,9/12/21,-9,45.5,79,Sun,1,1,@,DET,W 41-33,-9,did not cover,45.5,over,early
1057,HOU,9/12/21,3,45,84,Sun,1,1,,JAX,W 37-21,3,covered,45,over,early
1058,JAX,9/12/21,-3,45,84,Sun,1,1,@,HOU,L 21-37,-3,did not cover,45,over,early
1059,ARI,9/12/21,3,53.5,82,Sun,1,1,@,TEN,W 38-13,3,covered,53.5,under,early
1060,TEN,9/12/21,-3,53.5,82,Sun,1,1,,ARI,L 13-38,-3,did not cover,53.5,under,early
1061,LAC,9/12/21,1.5,45,81,Sun,1,1,@,WAS,W 20-16,1.5,covered,45,under,early
1062,WAS,9/12/21,-1.5,45,81,Sun,1,1,,LAC,L 16-20,-1.5,did not cover,45,under,early
1,CAR,12/1/24,6,46.5,51,Sun,12,13,,TAM,L 23-26 (OT),6,covered,46.5,over,afternoon
2,TAM,12/1/24,-6,46.5,51,Sun,12,13,@,CAR,W 26-23 (OT),-6,did not cover,46.5,over,afternoon
3,PHI,12/1/24,3,51,41,Sun,12,13,@,BAL,W 24-19,3,covered,51,under,afternoon
4,LAR,12/1/24,-2.5,49.5,64,Sun,12,13,@,NOR,W 21-14,-2.5,covered,49.5,under,afternoon
5,NOR,12/1/24,2.5,49.5,64,Sun,12,13,,LAR,L 14-21,2.5,did not cover,49.5,under,afternoon
6,BAL,12/1/24,-3,51,41,Sun,13,13,,PHI,L 19-24,-3,did not cover,51,under,afternoon
7,LVR,11/29/24,13,42.5,37,Fri,12,13,@,KAN,L 17-19,13,covered,42.5,under,afternoon
8,KAN,11/29/24,-13,42.5,37,Fri,12,13,,LVR,W 19-17,-13,did not cover,42.5,under,afternoon
9,DAL,11/28/24,-3,37.5,49,Thu,12,13,,NYG,W 27-20,-3,covered,37.5,over,afternoon
10,NYG,11/28/24,3,37.5,49,Thu,12,13,@,DAL,L 20-27,3,did not cover,37.5,over,afternoon
11,SFO,11/24/24,5.5,44.5,43,Sun,11,12,@,GNB,L 10-38,5.5,did not cover,44.5,over,afternoon
12,GNB,11/24/24,-5.5,44.5,43,Sun,11,12,,SFO,W 38-10,-5.5,covered,44.5,over,afternoon
13,DEN,11/24/24,-6,41,63,Sun,12,12,@,LVR,W 29-19,-6,covered,41,over,afternoon
14,ARI,11/24/24,0,47,45,Sun,11,12,@,SEA,L 6-16,0,did not cover,47,under,afternoon
15,SEA,11/24/24,0,47,45,Sun,11,12,,ARI,W 16-6,0,covered,47,under,afternoon
16,LVR,11/24/24,6,41,63,Sun,11,12,,DEN,L 19-29,6,did not cover,41,over,afternoon
17,BUF,11/17/24,-1.5,46,50,Sun,11,11,,KAN,W 30-21,-1.5,covered,46,over,afternoon
18,ATL,11/17/24,2.5,44.5,55,Sun,11,11,@,DEN,L 6-38,2.5,did not cover,44.5,under,afternoon
19,SEA,11/17/24,6.5,48,59,Sun,10,11,@,SFO,W 20-17,6.5,covered,48,under,afternoon
20,DEN,11/17/24,-2.5,44.5,55,Sun,11,11,,ATL,W 38-6,-2.5,covered,44.5,under,afternoon
21,KAN,11/17/24,1.5,46,50,Sun,10,11,@,BUF,L 21-30,1.5,did not cover,46,over,afternoon
22,SFO,11/17/24,-6.5,48,59,Sun,10,11,,SEA,L 17-20,-6.5,did not cover,48,under,afternoon
23,ARI,11/10/24,1.5,46.5,79,Sun,10,10,,NYJ,W 31-6,1.5,covered,46.5,under,afternoon
24,PHI,11/10/24,-7.5,43.5,78,Sun,9,10,@,DAL,W 34-6,-7.5,covered,43.5,under,afternoon
25,DAL,11/10/24,7.5,43.5,78,Sun,9,10,,PHI,L 6-34,7.5,did not cover,43.5,under,afternoon
26,NYJ,11/10/24,-1.5,46.5,79,Sun,10,10,@,ARI,L 6-31,-1.5,did not cover,46.5,under,afternoon
27,TEN,11/10/24,7.5,38.5,73,Sun,9,10,@,LAC,L 17-27,7.5,did not cover,38.5,over,afternoon
28,LAC,11/10/24,-7.5,38.5,73,Sun,9,10,,TEN,W 27-17,-7.5,covered,38.5,over,afternoon
29,CHI,11/3/24,1.5,44.5,71,Sun,8,9,@,ARI,L 9-29,1.5,did not cover,44.5,under,afternoon
30,JAX,11/3/24,7.5,45.5,57,Sun,9,9,@,PHI,L 23-28,7.5,covered,45.5,over,afternoon
31,GNB,11/3/24,2.5,47.5,50,Sun,9,9,,DET,L 14-24,2.5,did not cover,47.5,under,afternoon
32,DET,11/3/24,-2.5,47.5,50,Sun,8,9,@,GNB,W 24-14,-2.5,covered,47.5,under,afternoon
33,ARI,11/3/24,-1.5,44.5,71,Sun,9,9,,CHI,W 29-9,-1.5,covered,44.5,under,afternoon
34,LAR,11/3/24,-1,48,52,Sun,8,9,@,SEA,W 26-20 (OT),-1,covered,48,under,afternoon
35,PHI,11/3/24,-7.5,45.5,57,Sun,8,9,,JAX,W 28-23,-7.5,did not cover,45.5,over,afternoon
36,SEA,11/3/24,1,48,52,Sun,9,9,,LAR,L 20-26 (OT),1,did not cover,48,under,afternoon
37,CAR,10/27/24,11,41,76,Sun,8,8,@,DEN,L 14-28,11,did not cover,41,over,afternoon
38,DEN,10/27/24,-11,41,76,Sun,8,8,,CAR,W 28-14,-11,covered,41,over,afternoon
39,NOR,10/27/24,7,41,76,Sun,8,8,@,LAC,L 8-26,7,did not cover,41,under,afternoon
40,LVR,10/27/24,10,41.5,80,Sun,8,8,,KAN,L 20-27,10,covered,41.5,over,afternoon
41,KAN,10/27/24,-10,41.5,80,Sun,7,8,@,LVR,W 27-20,-10,did not cover,41.5,over,afternoon
42,SEA,10/27/24,3,45.5,55,Sun,8,8,,BUF,L 10-31,3,did not cover,45.5,under,afternoon
43,BUF,10/27/24,-3,45.5,55,Sun,8,8,@,SEA,W 31-10,-3,covered,45.5,under,afternoon
44,LAC,10/27/24,-7,41,76,Sun,7,8,,NOR,W 26-8,-7,covered,41,under,afternoon
45,CHI,10/27/24,-1,45,58,Sun,7,8,@,WAS,L 15-18,-1,did not cover,45,under,afternoon
46,WAS,10/27/24,1,45,58,Sun,8,8,,CHI,W 18-15,1,covered,45,under,afternoon
47,KAN,10/20/24,1.5,47,78,Sun,6,7,@,SFO,W 28-18,1.5,covered,47,under,afternoon
48,LAR,10/20/24,-7,43.5,80,Sun,6,7,,LVR,W 20-15,-7,did not cover,43.5,under,afternoon
49,CAR,10/20/24,9.5,51.5,76,Sun,7,7,@,WAS,L 7-40,9.5,did not cover,51.5,under,afternoon
50,WAS,10/20/24,-9.5,51.5,76,Sun,7,7,,CAR,W 40-7,-9.5,covered,51.5,under,afternoon
51,SFO,10/20/24,-1.5,47,78,Sun,7,7,,KAN,L 18-28,-1.5,did not cover,47,under,afternoon
52,LVR,10/20/24,7,43.5,80,Sun,7,7,@,LAR,L 15-20,7,covered,43.5,under,afternoon
53,ATL,10/13/24,-6.5,47,79,Sun,6,6,@,CAR,W 38-20,-6.5,covered,47,over,afternoon
54,DAL,10/13/24,3.5,52.5,98,Sun,6,6,,DET,L 9-47,3.5,did not cover,52.5,over,afternoon
55,CAR,10/13/24,6.5,47,79,Sun,6,6,,ATL,L 20-38,6.5,did not cover,47,over,afternoon
56,DEN,10/13/24,3,36,65,Sun,6,6,,LAC,L 16-23,3,did not cover,36,over,afternoon
57,DET,10/13/24,-3.5,52.5,98,Sun,5,6,@,DAL,W 47-9,-3.5,covered,52.5,over,afternoon
58,LVR,10/13/24,3,36.5,85,Sun,6,6,,PIT,L 13-32,3,did not cover,36.5,over,afternoon
59,LAC,10/13/24,-3,36,65,Sun,5,6,@,DEN,W 23-16,-3,covered,36,over,afternoon
60,PIT,10/13/24,-3,36.5,85,Sun,6,6,@,LVR,W 32-13,-3,covered,36.5,over,afternoon
61,DEN,10/6/24,-3,35.5,73,Sun,5,5,,LVR,W 34-18,-3,covered,35.5,over,afternoon
62,GNB,10/6/24,-3,48.5,73,Sun,5,5,@,LAR,W 24-19,-3,covered,48.5,under,afternoon
63,LVR,10/6/24,3,35.5,73,Sun,5,5,@,DEN,L 18-34,3,did not cover,35.5,over,afternoon
64,SEA,10/6/24,-7,43,61,Sun,5,5,,NYG,L 20-29,-7,did not cover,43,over,afternoon
65,NYG,10/6/24,7,43,61,Sun,5,5,@,SEA,W 29-20,7,covered,43,over,afternoon
66,LAR,10/6/24,3,48.5,73,Sun,5,5,,GNB,L 19-24,3,did not cover,48.5,under,afternoon
67,SFO,10/6/24,-7,49,89,Sun,5,5,,ARI,L 23-24,-7,did not cover,49,under,afternoon
68,ARI,10/6/24,7,49,89,Sun,5,5,@,SFO,W 24-23,7,covered,49,under,afternoon
69,KAN,9/29/24,-7,41,68,Sun,4,4,@,LAC,W 17-10,-7,push,41,under,afternoon
70,LVR,9/29/24,2.5,36.5,99,Sun,4,4,,CLE,W 20-16,2.5,covered,36.5,under,afternoon
71,ARI,9/29/24,-3.5,48.5,106,Sun,4,4,,WAS,L 14-42,-3.5,did not cover,48.5,over,afternoon
72,CLE,9/29/24,-2.5,36.5,99,Sun,4,4,@,LVR,L 16-20,-2.5,did not cover,36.5,under,afternoon
73,WAS,9/29/24,3.5,48.5,106,Sun,4,4,@,ARI,W 42-14,3.5,covered,48.5,over,afternoon
74,SFO,9/29/24,-10,40.5,71,Sun,4,4,,NWE,W 30-13,-10,covered,40.5,over,afternoon
75,NWE,9/29/24,10,40.5,71,Sun,4,4,@,SFO,L 13-30,10,did not cover,40.5,over,afternoon
76,LAC,9/29/24,7,41,68,Sun,4,4,,KAN,L 10-17,7,push,41,under,afternoon
77,ARI,9/22/24,2.5,51.5,93,Sun,3,3,,DET,L 13-20,2.5,did not cover,51.5,under,afternoon
78,BAL,9/22/24,-1,48,94,Sun,3,3,@,DAL,W 28-25,-1,covered,48,over,afternoon
79,DET,9/22/24,-2.5,51.5,93,Sun,3,3,@,ARI,W 20-13,-2.5,covered,51.5,under,afternoon
80,CAR,9/22/24,5.5,40,86,Sun,3,3,@,LVR,W 36-22,5.5,covered,40,over,afternoon
81,LAR,9/22/24,6.5,43.5,75,Sun,3,3,,SFO,W 27-24,6.5,covered,43.5,over,afternoon
82,LVR,9/22/24,-5.5,40,86,Sun,3,3,,CAR,L 22-36,-5.5,did not cover,40,over,afternoon
83,SFO,9/22/24,-6.5,43.5,75,Sun,3,3,@,LAR,L 24-27,-6.5,did not cover,43.5,over,afternoon
84,DAL,9/22/24,1,48,94,Sun,3,3,,BAL,L 25-28,1,did not cover,48,over,afternoon
85,SEA,9/22/24,-4.5,41.5,64,Sun,3,3,,MIA,W 24-3,-4.5,covered,41.5,under,afternoon
86,MIA,9/22/24,4.5,41.5,64,Sun,3,3,@,SEA,L 3-24,4.5,did not cover,41.5,under,afternoon
87,CIN,9/15/24,6,48,89,Sun,2,2,@,KAN,L 25-26,6,covered,48,over,afternoon
88,PIT,9/15/24,-2.5,36.5,83,Sun,2,2,@,DEN,W 13-6,-2.5,covered,36.5,under,afternoon
89,ARI,9/15/24,0,47.5,97,Sun,2,2,,LAR,W 41-10,0,covered,47.5,over,afternoon
90,DEN,9/15/24,2.5,36.5,83,Sun,2,2,,PIT,L 6-13,2.5,did not cover,36.5,under,afternoon
91,LAR,9/15/24,0,47.5,97,Sun,2,2,@,ARI,L 10-41,0,did not cover,47.5,over,afternoon
92,KAN,9/15/24,-6,48,89,Sun,2,2,,CIN,W 26-25,-6,did not cover,48,over,afternoon
93,LVR,9/8/24,3,40,97,Sun,1,1,@,LAC,L 10-22,3,did not cover,40,under,afternoon
94,LAC,9/8/24,-3,40,97,Sun,1,1,,LVR,W 22-10,-3,covered,40,under,afternoon
95,DAL,9/8/24,2.5,41,68,Sun,1,1,@,CLE,W 33-17,2.5,covered,41,over,afternoon
96,DEN,9/8/24,6,42,73,Sun,1,1,@,SEA,L 20-26,6,push,42,over,afternoon
97,TAM,9/8/24,-3.5,42.5,93,Sun,1,1,,WAS,W 37-20,-3.5,covered,42.5,over,afternoon
98,CLE,9/8/24,-2.5,41,68,Sun,1,1,,DAL,L 17-33,-2.5,did not cover,41,over,afternoon
99,SEA,9/8/24,-6,42,73,Sun,1,1,,DEN,W 26-20,-6,push,42,over,afternoon
100,WAS,9/8/24,3.5,42.5,93,Sun,1,1,@,TAM,L 20-37,3.5,did not cover,42.5,over,afternoon
101,LAC,1/7/24,-3.5,35.5,57,Sun,17,18,,KAN,L 12-13,-3.5,did not cover,35.5,under,afternoon
102,LAR,1/7/24,4,41,52,Sun,17,18,@,SFO,W 21-20,4,covered,41,push,afternoon
103,PHI,1/7/24,-4.5,42,36,Sun,17,18,@,NYG,L 10-27,-4.5,did not cover,42,under,afternoon
104,SFO,1/7/24,-4,41,52,Sun,17,18,,LAR,L 20-21,-4,did not cover,41,push,afternoon
105,NYG,1/7/24,4.5,42,36,Sun,17,18,,PHI,W 27-10,4.5,covered,42,under,afternoon
106,GNB,1/7/24,-3,45,34,Sun,17,18,,CHI,W 17-9,-3,covered,45,under,afternoon
107,WAS,1/7/24,13,46.5,48,Sun,17,18,,DAL,L 10-38,13,did not cover,46.5,over,afternoon
108,DAL,1/7/24,-13,46.5,48,Sun,17,18,@,WAS,W 38-10,-13,covered,46.5,over,afternoon
109,ARI,1/7/24,3,47.5,48,Sun,17,18,,SEA,L 20-21,3,covered,47.5,under,afternoon
110,SEA,1/7/24,-3,47.5,48,Sun,17,18,@,ARI,W 21-20,-3,did not cover,47.5,under,afternoon
111,CHI,1/7/24,3,45,34,Sun,17,18,@,GNB,L 9-17,3,did not cover,45,under,afternoon
112,DEN,1/7/24,3,37,50,Sun,17,18,@,LVR,L 14-27,3,did not cover,37,over,afternoon
113,LVR,1/7/24,-3,37,50,Sun,17,18,,DEN,W 27-14,-3,covered,37,over,afternoon
114,KAN,1/7/24,3.5,35.5,57,Sun,17,18,@,LAC,W 13-12,3.5,covered,35.5,under,afternoon
115,PIT,1/6/24,-3,34.5,38,Sat,17,18,@,BAL,W 17-10,-3,covered,34.5,under,afternoon
116,BAL,1/6/24,3,34.5,38,Sat,17,18,,PIT,L 10-17,3,did not cover,34.5,under,afternoon
117,DEN,12/31/23,-3.5,36.5,41,Sun,16,17,,LAC,W 16-9,-3.5,covered,36.5,under,afternoon
118,LAC,12/31/23,3.5,36.5,41,Sun,16,17,@,DEN,L 9-16,3.5,did not cover,36.5,under,afternoon
119,CIN,12/31/23,6.5,44,36,Sun,16,17,@,KAN,L 17-25,6.5,did not cover,44,under,afternoon
120,KAN,12/31/23,-6.5,44,36,Sun,16,17,,CIN,W 25-17,-6.5,covered,44,under,afternoon
121,PIT,12/31/23,4.5,40.5,47,Sun,16,17,@,SEA,W 30-23,4.5,covered,40.5,over,afternoon
122,SEA,12/31/23,-4.5,40.5,47,Sun,16,17,,PIT,L 23-30,-4.5,did not cover,40.5,over,afternoon
123,NYG,12/25/23,13.5,43,51,Mon,15,16,@,PHI,L 25-33,13.5,covered,43,over,afternoon
124,PHI,12/25/23,-13.5,43,51,Mon,15,16,,NYG,W 33-25,-13.5,did not cover,43,over,afternoon
125,CHI,12/24/23,-4,43,52,Sun,15,16,,ARI,W 27-16,-4,covered,43,push,afternoon
126,ARI,12/24/23,4,43,52,Sun,15,16,@,CHI,L 16-27,4,did not cover,43,push,afternoon
127,DAL,12/24/23,1.5,49,75,Sun,15,16,@,MIA,L 20-22,1.5,did not cover,49,under,afternoon
128,MIA,12/24/23,-1.5,49,75,Sun,15,16,,DAL,W 22-20,-1.5,covered,49,under,afternoon
129,JAX,12/24/23,-1,43.5,72,Sun,15,16,@,TAM,L 12-30,-1,did not cover,43.5,under,afternoon
130,TAM,12/24/23,1,43.5,72,Sun,15,16,,JAX,W 30-12,1,covered,43.5,under,afternoon
131,CIN,12/23/23,-2.5,38,49,Sat,15,16,@,PIT,L 11-34,-2.5,did not cover,38,over,afternoon
132,PIT,12/23/23,2.5,38,49,Sat,15,16,,CIN,W 34-11,2.5,covered,38,over,afternoon
133,BUF,12/17/23,-2,49.5,48,Sun,14,15,,DAL,W 31-10,-2,covered,49.5,under,afternoon
134,DAL,12/17/23,2,49.5,48,Sun,14,15,@,BUF,L 10-31,2,did not cover,49.5,under,afternoon
135,ARI,12/17/23,12,48.5,76,Sun,14,15,,SFO,L 29-45,12,did not cover,48.5,over,afternoon
136,SFO,12/17/23,-12,48.5,76,Sun,14,15,@,ARI,W 45-29,-12,covered,48.5,over,afternoon
137,LAR,12/17/23,-6.5,50.5,78,Sun,14,15,,WAS,W 28-20,-6.5,covered,50.5,under,afternoon
138,WAS,12/17/23,6.5,50.5,78,Sun,14,15,@,LAR,L 20-28,6.5,did not cover,50.5,under,afternoon
139,IND,12/16/23,-1,42.5,53,Sat,14,15,,PIT,W 30-13,-1,covered,42.5,over,afternoon
140,PIT,12/16/23,1,42.5,53,Sat,14,15,@,IND,L 13-30,1,did not cover,42.5,over,afternoon
141,BUF,12/10/23,1.5,48.5,45,Sun,13,14,@,KAN,W 20-17,1.5,covered,48.5,under,afternoon
142,KAN,12/10/23,-1.5,48.5,45,Sun,13,14,,BUF,L 17-20,-1.5,did not cover,48.5,under,afternoon
143,MIN,12/10/23,-3,40,54,Sun,13,14,@,LVR,W 3-0,-3,push,40,under,afternoon
144,LVR,12/10/23,3,40,54,Sun,13,14,,MIN,L 0-3,3,push,40,under,afternoon
145,DEN,12/10/23,2.5,43.5,75,Sun,13,14,@,LAC,W 24-7,2.5,covered,43.5,under,afternoon
146,LAC,12/10/23,-2.5,43.5,75,Sun,13,14,,DEN,L 7-24,-2.5,did not cover,43.5,under,afternoon
147,SEA,12/10/23,13.5,46.5,63,Sun,13,14,@,SFO,L 16-28,13.5,covered,46.5,under,afternoon
148,SFO,12/10/23,-13.5,46.5,63,Sun,13,14,,SEA,W 28-16,-13.5,did not cover,46.5,under,afternoon
149,PHI,12/3/23,3,48,52,Sun,12,13,,SFO,L 19-42,3,did not cover,48,over,afternoon
150,SFO,12/3/23,-3,48,52,Sun,12,13,@,PHI,W 42-19,-3,covered,48,over,afternoon
151,CLE,12/3/23,4,40.5,67,Sun,12,13,@,LAR,L 19-36,4,did not cover,40.5,over,afternoon
152,LAR,12/3/23,-4,40.5,67,Sun,12,13,,CLE,W 36-19,-4,covered,40.5,over,afternoon
153,CAR,12/3/23,3.5,36.5,81,Sun,12,13,@,TAM,L 18-21,3.5,covered,36.5,over,afternoon
154,TAM,12/3/23,-3.5,36.5,81,Sun,12,13,,CAR,W 21-18,-3.5,did not cover,36.5,over,afternoon
155,ARI,11/26/23,2.5,45,68,Sun,12,12,,LAR,L 14-37,2.5,did not cover,45,over,afternoon
156,LAR,11/26/23,-2.5,45,68,Sun,11,12,@,ARI,W 37-14,-2.5,covered,45,over,afternoon
157,CLE,11/26/23,1,37,40,Sun,11,12,@,DEN,L 12-29,1,did not cover,37,over,afternoon
158,DEN,11/26/23,-1,37,40,Sun,11,12,,CLE,W 29-12,-1,covered,37,over,afternoon
159,BUF,11/26/23,3,48.5,47,Sun,12,12,@,PHI,L 34-37 (OT),3,push,48.5,over,afternoon
160,PHI,11/26/23,-3,48.5,47,Sun,11,12,,BUF,W 37-34 (OT),-3,push,48.5,over,afternoon
161,KAN,11/26/23,-10,43,55,Sun,11,12,@,LVR,W 31-17,-10,covered,43,over,afternoon
162,LVR,11/26/23,10,43,55,Sun,12,12,,KAN,L 17-31,10,did not cover,43,over,afternoon
163,MIA,11/24/23,-9.5,40.5,48,Fri,11,12,@,NYJ,W 34-13,-9.5,covered,40.5,over,afternoon
164,NYJ,11/24/23,9.5,40.5,48,Fri,11,12,,MIA,L 13-34,9.5,did not cover,40.5,over,afternoon
165,DAL,11/23/23,-13.5,48.5,62,Thu,11,12,,WAS,W 45-10,-13.5,covered,48.5,over,afternoon
166,WAS,11/23/23,13.5,48.5,62,Thu,12,12,@,DAL,L 10-45,13.5,did not cover,48.5,over,afternoon
167,BUF,11/19/23,-7.5,39,40,Sun,11,11,,NYJ,W 32-6,-7.5,covered,39,under,afternoon
168,NYJ,11/19/23,7.5,39,40,Sun,10,11,@,BUF,L 6-32,7.5,did not cover,39,under,afternoon
169,LAR,11/19/23,-2,46,72,Sun,10,11,,SEA,W 17-16,-2,did not cover,46,under,afternoon
170,SEA,11/19/23,2,46,72,Sun,10,11,@,LAR,L 16-17,2,covered,46,under,afternoon
171,SFO,11/19/23,-13,41,65,Sun,10,11,,TAM,W 27-14,-13,push,41,push,afternoon
172,TAM,11/19/23,13,41,65,Sun,10,11,@,SFO,L 14-27,13,push,41,push,afternoon
173,ATL,11/12/23,-2.5,43.5,0,Sun,10,10,@,ARI,L 23-25,-2.5,did not cover,43.5,over,afternoon
174,ARI,11/12/23,2.5,43.5,0,Sun,10,10,,ATL,W 25-23,2.5,covered,43.5,over,afternoon
175,DAL,11/12/23,-17.5,38.5,63,Sun,9,10,,NYG,W 49-17,-17.5,covered,38.5,over,afternoon
176,NYG,11/12/23,17.5,38.5,63,Sun,10,10,@,DAL,L 17-49,17.5,did not cover,38.5,over,afternoon
177,DET,11/12/23,-2.5,48.5,79,Sun,9,10,@,LAC,W 41-38,-2.5,covered,48.5,over,afternoon
178,LAC,11/12/23,2.5,48.5,79,Sun,9,10,,DET,L 38-41,2.5,did not cover,48.5,over,afternoon
179,SEA,11/12/23,-5.5,44.5,52,Sun,9,10,,WAS,W 29-26,-5.5,did not cover,44.5,over,afternoon
180,WAS,11/12/23,5.5,44.5,52,Sun,10,10,@,SEA,L 26-29,5.5,covered,44.5,over,afternoon
181,CAR,11/5/23,1.5,44.5,75,Sun,8,9,,IND,L 13-27,1.5,did not cover,44.5,under,afternoon
182,IND,11/5/23,-1.5,44.5,75,Sun,9,9,@,CAR,W 27-13,-1.5,covered,44.5,under,afternoon
183,DAL,11/5/23,3,46.5,64,Sun,8,9,@,PHI,L 23-28,3,did not cover,46.5,over,afternoon
184,PHI,11/5/23,-3,46.5,64,Sun,9,9,,DAL,W 28-23,-3,covered,46.5,over,afternoon
185,NYG,11/5/23,1.5,38.5,73,Sun,9,9,@,LVR,L 6-30,1.5,did not cover,38.5,under,afternoon
186,LVR,11/5/23,-1.5,38.5,73,Sun,9,9,,NYG,W 30-6,-1.5,covered,38.5,under,afternoon
187,ARI,10/29/23,9.5,44.5,75,Sun,8,8,,BAL,L 24-31,9.5,covered,44.5,over,afternoon
188,BAL,10/29/23,-9.5,44.5,75,Sun,8,8,@,ARI,W 31-24,-9.5,did not cover,44.5,over,afternoon
189,DEN,10/29/23,7,45.5,26,Sun,8,8,,KAN,W 24-9,7,covered,45.5,under,afternoon
190,CLE,10/29/23,4.5,39.5,47,Sun,7,8,@,SEA,L 20-24,4.5,covered,39.5,over,afternoon
