Rk,Team,Date,Spread,Over/Under,Temperature,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result,after_bye
87,DET,12/24/22,-2.5,43.5,20,Sat,15,16,@,CAR,L 23-37,-2.5,did not cover,43.5,over,0
88,MIN,12/24/22,-4,49.5,2,Sat,15,16,,NYG,W 27-24,-4,did not cover,49.5,over,0
89,HOU,12/24/22,3,35.5,22,Sat,15,16,@,TEN,W 19-14,3,covered,35.5,under,0
90,PIT,12/24/22,-2,38,9,Sat,15,16,,LVR,W 13-10,-2,covered,38,under,0
91,JAX,12/22/22,2,37,43,Thu,15,16,@,NYJ,W 19-3,2,covered,37,under,0
92,NYJ,12/22/22,-2,37,43,Thu,15,16,,JAX,L 3-19,-2,did not cover,37,under,0
93,LAR,12/19/22,7,39.5,15,Mon,14,15,@,GNB,L 12-24,7,did not cover,39.5,under,0
94,LAC,12/18/22,-3,46.5,66,Sun,14,15,,TEN,W 17-14,-3,push,46.5,under,0
95,NYG,12/18/22,4.5,40.5,35,Sun,14,15,@,WAS,W 20-12,4.5,covered,40.5,under,0
96,CAR,12/18/22,-2.5,37.5,47,Sun,14,15,,PIT,L 16-24,-2.5,did not cover,37.5,over,0
97,CIN,12/18/22,-3.5,45,66,Sun,14,15,@,TAM,W 34-23,-3.5,covered,45,over,0
98,TEN,12/18/22,3,46.5,66,Sun,14,15,@,LAC,L 14-17,3,push,46.5,under,0
99,NYJ,12/18/22,-1,43.5,38,Sun,14,15,,DET,L 17-20,-1,did not cover,43.5,under,0
100,PIT,12/18/22,2.5,37.5,47,Sun,14,15,@,CAR,W 24-16,2.5,covered,37.5,over,0
101,ARI,12/18/22,1.5,36.5,37,Sun,14,15,@,DEN,L 15-24,1.5,did not cover,36.5,over,0
102,TAM,12/18/22,3.5,45,66,Sun,14,15,,CIN,L 23-34,3.5,did not cover,45,over,0
103,DAL,12/18/22,-4,48,54,Sun,14,15,@,JAX,L 34-40 (OT),-4,did not cover,48,over,0
104,LVR,12/18/22,-1.5,45,53,Sun,14,15,,NWE,W 30-24,-1.5,covered,45,over,0
105,DEN,12/18/22,-1.5,36.5,37,Sun,14,15,,ARI,W 24-15,-1.5,covered,36.5,over,0
106,JAX,12/18/22,4,48,54,Sun,14,15,,DAL,W 40-34 (OT),4,covered,48,over,0
107,PHI,12/18/22,-8.5,48.5,17,Sun,14,15,@,CHI,W 25-20,-8.5,did not cover,48.5,under,0
108,DET,12/18/22,1,43.5,38,Sun,14,15,@,NYJ,W 20-17,1,covered,43.5,under,0
109,KAN,12/18/22,-14.5,48.5,50,Sun,14,15,@,HOU,W 30-24 (OT),-14.5,did not cover,48.5,over,0
110,HOU,12/18/22,14.5,48.5,50,Sun,14,15,,KAN,L 24-30 (OT),14.5,covered,48.5,over,0
111,NWE,12/18/22,1.5,45,53,Sun,14,15,@,LVR,L 24-30,1.5,did not cover,45,over,0
112,BUF,12/17/22,-7,43.5,29,Sat,14,15,,MIA,W 32-29,-7,did not cover,43.5,over,0
113,BAL,12/17/22,3,38,34,Sat,14,15,@,CLE,L 3-13,3,did not cover,38,under,0
114,MIN,12/17/22,-3.5,47.5,19,Sat,14,15,,IND,W 39-36 (OT),-3.5,did not cover,47.5,over,0
115,CLE,12/17/22,-3,38,34,Sat,14,15,,BAL,W 13-3,-3,covered,38,under,0
116,MIA,12/17/22,7,43.5,29,Sat,14,15,@,BUF,L 29-32,7,covered,43.5,over,0
117,SEA,12/15/22,3,43,39,Thu,14,15,,SFO,L 13-21,3,did not cover,43,under,0
118,SFO,12/15/22,-3,43,39,Thu,14,15,@,SEA,W 21-13,-3,covered,43,under,0
119,NWE,12/12/22,-1.5,43.5,54,Mon,13,14,@,ARI,W 27-13,-1.5,covered,43.5,under,0
120,BUF,12/11/22,-10,43,36,Sun,13,14,,NYJ,W 20-12,-10,did not cover,43,under,0
121,PIT,12/11/22,-1.5,36.5,42,Sun,13,14,,BAL,L 14-16,-1.5,did not cover,36.5,under,0
122,PHI,12/11/22,-7,45,37,Sun,13,14,@,NYG,W 48-22,-7,covered,45,over,0
123,LAC,12/11/22,3,53.5,57,Sun,13,14,,MIA,W 23-17,3,covered,53.5,under,0
124,CIN,12/11/22,-5.5,46.5,47,Sun,13,14,,CLE,W 23-10,-5.5,covered,46.5,under,0
125,JAX,12/11/22,3.5,41,54,Sun,13,14,@,TEN,W 36-22,3.5,covered,41,over,0
126,TAM,12/11/22,3.5,37.5,54,Sun,13,14,@,SFO,L 7-35,3.5,did not cover,37.5,over,0
127,CLE,12/11/22,5.5,46.5,47,Sun,13,14,@,CIN,L 10-23,5.5,did not cover,46.5,under,0
128,NYJ,12/11/22,10,43,36,Sun,13,14,@,BUF,L 12-20,10,covered,43,under,0
129,SEA,12/11/22,-4,44.5,45,Sun,13,14,,CAR,L 24-30,-4,did not cover,44.5,over,0
130,NYG,12/11/22,7,45,37,Sun,13,14,,PHI,L 22-48,7,did not cover,45,over,0
131,DAL,12/11/22,-17,44,53,Sun,13,14,,HOU,W 27-23,-17,did not cover,44,over,0
132,DEN,12/11/22,8.5,44,55,Sun,13,14,,KAN,L 28-34,8.5,covered,44,over,0
133,MIN,12/11/22,2,51.5,40,Sun,13,14,@,DET,L 23-34,2,did not cover,51.5,over,0
134,DET,12/11/22,-2,51.5,40,Sun,13,14,,MIN,W 34-23,-2,covered,51.5,over,0
135,KAN,12/11/22,-8.5,44,55,Sun,13,14,@,DEN,W 34-28,-8.5,did not cover,44,over,0
136,TEN,12/11/22,-3.5,41,54,Sun,13,14,,JAX,L 22-36,-3.5,did not cover,41,over,0
137,SFO,12/11/22,-3.5,37.5,54,Sun,13,14,,TAM,W 35-7,-3.5,covered,37.5,over,0
138,MIA,12/11/22,-3,53.5,57,Sun,13,14,@,LAC,L 17-23,-3,did not cover,53.5,under,0
139,BAL,12/11/22,1.5,36.5,42,Sun,13,14,@,PIT,W 16-14,1.5,covered,36.5,under,0
140,HOU,12/11/22,17,44,53,Sun,13,14,@,DAL,L 23-27,17,covered,44,over,0
141,LVR,12/8/22,-6,44.5,58,Thu,13,14,@,LAR,L 16-17,-6,did not cover,44.5,under,0
142,LAR,12/8/22,6,44.5,58,Thu,13,14,,LVR,W 17-16,6,covered,44.5,under,0
143,TAM,12/5/22,-3,41,69,Mon,12,13,,NOR,W 17-16,-3,did not cover,41,under,0
144,NOR,12/5/22,3,41,69,Mon,13,13,@,TAM,L 16-17,3,covered,41,under,0
145,KAN,12/4/22,-2.5,53,57,Sun,12,13,@,CIN,L 24-27,-2.5,did not cover,53,under,0
146,LAC,12/4/22,2.5,49.5,73,Sun,12,13,@,LVR,L 20-27,2.5,did not cover,49.5,under,0
147,NYJ,12/4/22,3,44.5,37,Sun,12,13,@,MIN,L 22-27,3,did not cover,44.5,over,0
148,BAL,12/4/22,-9.5,39.5,63,Sun,12,13,,DEN,W 10-9,-9.5,did not cover,39.5,under,0
149,ATL,12/4/22,-1,43,52,Sun,13,13,,PIT,L 16-19,-1,did not cover,43,under,0
150,LAR,12/4/22,7,41,47,Sun,12,13,,SEA,L 23-27,7,covered,41,over,0
151,SFO,12/4/22,-4.5,45.5,58,Sun,12,13,,MIA,W 33-17,-4.5,covered,45.5,over,0
152,SEA,12/4/22,-7,41,47,Sun,12,13,@,LAR,W 27-23,-7,did not cover,41,over,0
153,CHI,12/4/22,4.5,45,38,Sun,13,13,,GNB,L 19-28,4.5,did not cover,45,over,0
154,NYG,12/4/22,2,40.5,40,Sun,12,13,,WAS,T 20-20 (OT),2,covered,40.5,under,0
155,LVR,12/4/22,-2.5,49.5,73,Sun,12,13,,LAC,W 27-20,-2.5,covered,49.5,under,0
156,CIN,12/4/22,2.5,53,57,Sun,12,13,,KAN,W 27-24,2.5,covered,53,under,0
157,TEN,12/4/22,4,44,60,Sun,12,13,@,PHI,L 10-35,4,did not cover,44,over,0
158,CLE,12/4/22,-8,46.5,37,Sun,12,13,@,HOU,W 27-14,-8,covered,46.5,under,0
159,MIA,12/4/22,4.5,45.5,58,Sun,12,13,@,SFO,L 17-33,4.5,did not cover,45.5,over,0
160,PIT,12/4/22,1,43,52,Sun,12,13,@,ATL,W 19-16,1,covered,43,under,0
161,WAS,12/4/22,-2,40.5,40,Sun,13,13,@,NYG,T 20-20 (OT),-2,did not cover,40.5,under,0
162,IND,12/4/22,10.5,44.5,67,Sun,13,13,@,DAL,L 19-54,10.5,did not cover,44.5,over,0
163,PHI,12/4/22,-4,44,60,Sun,12,13,,TEN,W 35-10,-4,covered,44,over,0
164,DAL,12/4/22,-10.5,44.5,67,Sun,12,13,,IND,W 54-19,-10.5,covered,44.5,over,0
165,MIN,12/4/22,-3,44.5,37,Sun,12,13,,NYJ,W 27-22,-3,covered,44.5,over,0
166,DEN,12/4/22,9.5,39.5,63,Sun,12,13,@,BAL,L 9-10,9.5,covered,39.5,under,0
167,DET,12/4/22,-1,51,41,Sun,12,13,,JAX,W 40-14,-1,covered,51,over,0
168,JAX,12/4/22,1,51,41,Sun,12,13,@,DET,L 14-40,1,did not cover,51,over,0
169,GNB,12/4/22,-4.5,45,38,Sun,13,13,@,CHI,W 28-19,-4.5,covered,45,over,0
170,HOU,12/4/22,8,46.5,37,Sun,12,13,,CLE,L 14-27,8,did not cover,46.5,under,0
171,BUF,12/1/22,-3.5,43.5,35,Thu,12,13,@,NWE,W 24-10,-3.5,covered,43.5,under,0
172,NWE,12/1/22,3.5,43.5,35,Thu,12,13,,BUF,L 10-24,3.5,did not cover,43.5,under,0
173,PIT,11/28/22,2.5,39.5,44,Mon,11,12,@,IND,W 24-17,2.5,covered,39.5,over,0
174,IND,11/28/22,-2.5,39.5,44,Mon,12,12,,PIT,L 17-24,-2.5,did not cover,39.5,over,0
175,ATL,11/27/22,4,40.5,46,Sun,12,12,@,WAS,L 13-19,4,did not cover,40.5,under,0
176,LAR,11/27/22,15.5,42,44,Sun,11,12,@,KAN,L 10-26,15.5,did not cover,42,under,0
177,WAS,11/27/22,-4,40.5,46,Sun,12,12,,ATL,W 19-13,-4,covered,40.5,under,0
178,BAL,11/27/22,-3.5,43,77,Sun,11,12,@,JAX,L 27-28,-3.5,did not cover,43,over,0
179,CAR,11/27/22,1,36,66,Sun,12,12,,DEN,W 23-10,1,covered,36,under,0
180,CHI,11/27/22,7,38.5,50,Sun,12,12,@,NYJ,L 10-31,7,did not cover,38.5,over,0
181,CIN,11/27/22,-1.5,43,56,Sun,11,12,@,TEN,W 20-16,-1.5,covered,43,under,0
182,KAN,11/27/22,-15.5,42,44,Sun,11,12,,LAR,W 26-10,-15.5,covered,42,under,0
183,CLE,11/27/22,3,42,56,Sun,11,12,,TAM,W 23-17 (OT),3,covered,42,under,0
184,NYJ,11/27/22,-7,38.5,50,Sun,11,12,,CHI,W 31-10,-7,covered,38.5,over,0
185,ARI,11/27/22,2.5,48.5,64,Sun,12,12,,LAC,L 24-25,2.5,covered,48.5,over,0
186,TEN,11/27/22,1.5,43,56,Sun,11,12,,CIN,L 16-20,1.5,did not cover,43,under,0
187,NOR,11/27/22,9,43,59,Sun,12,12,@,SFO,L 0-13,9,did not cover,43,under,0
188,PHI,11/27/22,-6.5,46,62,Sun,11,12,,GNB,W 40-33,-6.5,covered,46,over,0
189,SFO,11/27/22,-9,43,59,Sun,11,12,,NOR,W 13-0,-9,covered,43,under,0
190,DEN,11/27/22,-1,36,66,Sun,11,12,@,CAR,L 10-23,-1,did not cover,36,under,0
191,LVR,11/27/22,4,47.5,44,Sun,11,12,@,SEA,W 40-34 (OT),4,covered,47.5,over,0
192,LAC,11/27/22,-2.5,48.5,64,Sun,11,12,@,ARI,W 25-24,-2.5,did not cover,48.5,over,0
193,GNB,11/27/22,6.5,46,62,Sun,12,12,@,PHI,L 33-40,6.5,did not cover,46,over,0
194,HOU,11/27/22,14,47,84,Sun,11,12,@,MIA,L 15-30,14,did not cover,47,under,0
195,MIN,11/24/22,-2.5,42.5,36,Thu,11,12,,NWE,W 33-26,-2.5,covered,42.5,over,0
196,BUF,11/24/22,-9.5,54.5,44,Thu,11,12,@,DET,W 28-25,-9.5,did not cover,54.5,under,0
197,NYG,11/24/22,10,45.5,57,Thu,11,12,@,DAL,L 20-28,10,covered,45.5,over,0
198,DAL,11/24/22,-10,45.5,57,Thu,11,12,,NYG,W 28-20,-10,did not cover,45.5,over,0
199,DET,11/24/22,9.5,54.5,44,Thu,11,12,,BUF,L 25-28,9.5,covered,54.5,under,0
200,NWE,11/24/22,2.5,42.5,36,Thu,11,12,@,MIN,L 26-33,2.5,did not cover,42.5,over,0
201,ARI,11/21/22,8,43,64,Mon,11,11,,SFO,L 10-38,8,did not cover,43,over,0
202,SFO,11/21/22,-8,43,64,Mon,10,11,@,ARI,W 38-10,-8,covered,43,over,0
203,ATL,11/20/22,-2.5,49,41,Sun,11,11,,CHI,W 27-24,-2.5,covered,49,over,0
204,BUF,11/20/22,-7.5,50,24,Sun,10,11,,CLE,W 31-23,-7.5,covered,50,over,0
205,CAR,11/20/22,13,41.5,36,Sun,11,11,@,BAL,L 3-13,13,covered,41.5,under,0
206,CHI,11/20/22,2.5,49,41,Sun,11,11,@,ATL,L 24-27,2.5,did not cover,49,over,0
207,CLE,11/20/22,7.5,50,24,Sun,10,11,@,BUF,L 23-31,7.5,did not cover,50,over,0
208,IND,11/20/22,6.5,45.5,27,Sun,11,11,,PHI,L 16-17,6.5,covered,45.5,under,0
209,DAL,11/20/22,-1.5,48.5,29,Sun,10,11,@,MIN,W 40-3,-1.5,covered,48.5,under,0
210,DEN,11/20/22,-2.5,41,49,Sun,10,11,,LVR,L 16-22 (OT),-2.5,did not cover,41,under,0
211,DET,11/20/22,3,44.5,35,Sun,10,11,@,NYG,W 31-18,3,covered,44.5,over,0
212,HOU,11/20/22,3,41,51,Sun,10,11,,WAS,L 10-23,3,did not cover,41,under,0
213,KAN,11/20/22,-5,52.5,69,Sun,10,11,@,LAC,W 30-27,-5,did not cover,52.5,over,0
214,MIN,11/20/22,1.5,48.5,29,Sun,10,11,,DAL,L 3-40,1.5,did not cover,48.5,under,0
215,NOR,11/20/22,-2.5,39,48,Sun,11,11,,LAR,W 27-20,-2.5,covered,39,over,0
216,NYG,11/20/22,-3,44.5,35,Sun,10,11,,DET,L 18-31,-3,did not cover,44.5,over,0
217,PHI,11/20/22,-6.5,45.5,27,Sun,10,11,@,IND,W 17-16,-6.5,did not cover,45.5,under,0
218,PIT,11/20/22,3.5,40,27,Sun,10,11,,CIN,L 30-37,3.5,did not cover,40,over,0
219,LVR,11/20/22,2.5,41,49,Sun,10,11,@,DEN,W 22-16 (OT),2.5,covered,41,under,0
220,LAR,11/20/22,2.5,39,48,Sun,10,11,@,NOR,L 20-27,2.5,did not cover,39,over,0
221,LAC,11/20/22,5,52.5,69,Sun,10,11,,KAN,L 27-30,5,covered,52.5,over,0
222,WAS,11/20/22,-3,41,51,Sun,11,11,@,HOU,W 23-10,-3,covered,41,under,0
223,GNB,11/17/22,-3,41,25,Thu,11,11,,TEN,L 17-27,-3,did not cover,41,over,0
224,TEN,11/17/22,3,41,25,Thu,10,11,@,GNB,W 27-17,3,covered,41,over,0
225,PHI,11/14/22,-10.5,43.5,43,Mon,9,10,,WAS,L 21-32,-10.5,did not cover,43.5,over,0
226,WAS,11/14/22,10.5,43.5,43,Mon,10,10,@,PHI,W 32-21,10.5,covered,43.5,over,0
227,BUF,11/13/22,-6.5,44.5,38,Sun,9,10,,MIN,L 30-33 (OT),-6.5,did not cover,44.5,over,0
228,CHI,11/13/22,-2.5,48.5,34,Sun,10,10,,DET,L 30-31,-2.5,did not cover,48.5,over,0
229,IND,11/13/22,4,41,56,Sun,10,10,@,LVR,W 25-20,4,covered,41,over,0
230,ARI,11/13/22,2.5,39.5,68,Sun,10,10,@,LAR,W 27-17,2.5,covered,39.5,over,0
231,DET,11/13/22,2.5,48.5,34,Sun,9,10,@,CHI,W 31-30,2.5,covered,48.5,over,0
232,GNB,11/13/22,4,44.5,33,Sun,10,10,,DAL,W 31-28 (OT),4,covered,44.5,over,0
233,HOU,11/13/22,4.5,41,50,Sun,9,10,@,NYG,L 16-24,4.5,did not cover,41,under,0
234,JAX,11/13/22,9,51,33,Sun,10,10,@,KAN,L 17-27,9,did not cover,51,under,0
235,KAN,11/13/22,-9,51,33,Sun,9,10,,JAX,W 27-17,-9,covered,51,under,0
236,MIA,11/13/22,-3.5,49.5,85,Sun,10,10,,CLE,W 39-17,-3.5,covered,49.5,over,0
237,MIN,11/13/22,6.5,44.5,38,Sun,9,10,@,BUF,W 33-30 (OT),6.5,covered,44.5,over,0
238,NOR,11/13/22,-1,40,37,Sun,10,10,@,PIT,L 10-20,-1,did not cover,40,under,0
239,TEN,11/13/22,-2.5,39,36,Sun,9,10,,DEN,W 17-10,-2.5,covered,39,under,0
240,LVR,11/13/22,-4,41,56,Sun,9,10,,IND,L 20-25,-4,did not cover,41,over,0
241,LAR,11/13/22,-2.5,39.5,68,Sun,9,10,,ARI,L 17-27,-2.5,did not cover,39.5,over,0
242,LAC,11/13/22,7.5,45,57,Sun,9,10,@,SFO,L 16-22,7.5,covered,45,under,0
243,SEA,11/13/22,2.5,45,54,Sun,10,10,@,TAM,L 16-21,2.5,did not cover,45,under,0
244,TAM,11/13/22,-2.5,45,54,Sun,10,10,,SEA,W 21-16,-2.5,covered,45,under,0
245,ATL,11/10/22,-2.5,41.5,61,Thu,10,10,@,CAR,L 15-25,-2.5,did not cover,41.5,under,0
246,CAR,11/10/22,2.5,41.5,61,Thu,10,10,,ATL,W 25-15,2.5,covered,41.5,under,0
247,NOR,11/7/22,1.5,46.5,76,Mon,9,9,,BAL,L 13-27,1.5,did not cover,46.5,under,0
248,BAL,11/7/22,-1.5,46.5,76,Mon,9,9,@,NOR,W 27-13,-1.5,covered,46.5,under,0
249,ATL,11/6/22,3,49.5,78,Sun,9,9,,LAC,L 17-20,3,push,49.5,under,0
250,BUF,11/6/22,-11,46,69,Sun,8,9,@,NYJ,L 17-20,-11,did not cover,46,under,0
251,CAR,11/6/22,7,42.5,68,Sun,9,9,@,CIN,L 21-42,7,did not cover,42.5,over,0
252,CHI,11/6/22,4,45.5,58,Sun,9,9,,MIA,L 32-35,4,covered,45.5,over,0
253,CIN,11/6/22,-7,42.5,68,Sun,9,9,,CAR,W 42-21,-7,covered,42.5,over,0
254,IND,11/6/22,5,40.5,78,Sun,9,9,@,NWE,L 3-26,5,did not cover,40.5,under,0
255,ARI,11/6/22,-2,49,72,Sun,9,9,,SEA,L 21-31,-2,did not cover,49,over,0
256,DET,11/6/22,3.5,49.5,59,Sun,8,9,,GNB,W 15-9,3.5,covered,49.5,under,0
257,GNB,11/6/22,-3.5,49.5,59,Sun,9,9,@,DET,L 9-15,-3.5,did not cover,49.5,under,0
258,JAX,11/6/22,2.5,48,81,Sun,9,9,,LVR,W 27-20,2.5,covered,48,under,0
259,MIA,11/6/22,-4,45.5,58,Sun,9,9,@,CHI,W 35-32,-4,did not cover,45.5,over,0
260,MIN,11/6/22,-3,43.5,71,Sun,8,9,@,WAS,W 20-17,-3,push,43.5,under,0
261,NWE,11/6/22,-5,40.5,78,Sun,9,9,,IND,W 26-3,-5,covered,40.5,under,0
262,NYJ,11/6/22,11,46,69,Sun,9,9,,BUF,W 20-17,11,covered,46,under,0
263,TEN,11/6/22,12.5,45.5,54,Sun,8,9,@,KAN,L 17-20 (OT),12.5,covered,45.5,under,0
264,LVR,11/6/22,-2.5,48,81,Sun,8,9,@,JAX,L 20-27,-2.5,did not cover,48,under,0
265,LAR,11/6/22,3,42.5,88,Sun,8,9,@,TAM,L 13-16,3,push,42.5,under,0
266,SEA,11/6/22,2,49,72,Sun,9,9,@,ARI,W 31-21,2,covered,49,over,0
267,TAM,11/6/22,-3,42.5,88,Sun,9,9,,LAR,W 16-13,-3,push,42.5,under,0
268,WAS,11/6/22,3,43.5,71,Sun,9,9,,MIN,L 17-20,3,push,43.5,under,0
269,HOU,11/3/22,13.5,45.5,77,Thu,8,9,,PHI,L 17-29,13.5,covered,45.5,over,0
270,PHI,11/3/22,-13.5,45.5,77,Thu,8,9,@,HOU,W 29-17,-13.5,did not cover,45.5,over,0
271,CIN,10/31/22,-3,45,66,Mon,8,8,@,CLE,L 13-32,-3,did not cover,45,push,0
272,CLE,10/31/22,3,45,66,Mon,8,8,,CIN,W 32-13,3,covered,45,push,0
273,ATL,10/30/22,-4,41,72,Sun,8,8,,CAR,W 37-34 (OT),-4,did not cover,41,over,0
274,CAR,10/30/22,4,41,72,Sun,8,8,@,ATL,L 34-37 (OT),4,covered,41,over,0
275,IND,10/30/22,-3,39.5,58,Sun,8,8,,WAS,L 16-17,-3,did not cover,39.5,under,0
276,ARI,10/30/22,3.5,48.5,56,Sun,8,8,@,MIN,L 26-34,3.5,did not cover,48.5,over,0
277,DEN,10/30/22,2,40.5,61,Sun,8,8,@,JAX,W 21-17,2,covered,40.5,under,0
278,DET,10/30/22,3.5,51.5,68,Sun,7,8,,MIA,L 27-31,3.5,did not cover,51.5,over,0
279,GNB,10/30/22,10.5,47,50,Sun,8,8,@,BUF,L 17-27,10.5,covered,47,under,0
280,HOU,10/30/22,3.5,39,72,Sun,7,8,,TEN,L 10-17,3.5,did not cover,39,under,0
281,JAX,10/30/22,-2,40.5,61,Sun,8,8,,DEN,L 17-21,-2,did not cover,40.5,under,0
282,MIA,10/30/22,-3.5,51.5,68,Sun,8,8,@,DET,W 31-27,-3.5,covered,51.5,over,0
283,NOR,10/30/22,1.5,49.5,68,Sun,8,8,,LVR,W 24-0,1.5,covered,49.5,under,0
284,NWE,10/30/22,-2.5,40,59,Sun,8,8,@,NYJ,W 22-17,-2.5,covered,40,under,0
285,NYG,10/30/22,3,44.5,54,Sun,8,8,@,SEA,L 13-27,3,did not cover,44.5,under,0
286,NYJ,10/30/22,2.5,40,59,Sun,8,8,,NWE,L 17-22,2.5,did not cover,40,under,0
287,TEN,10/30/22,-3.5,39,72,Sun,7,8,@,HOU,W 17-10,-3.5,covered,39,under,0
288,PIT,10/30/22,10.5,43,61,Sun,8,8,@,PHI,L 13-35,10.5,did not cover,43,over,0
289,LVR,10/30/22,-1.5,49.5,68,Sun,7,8,@,NOR,L 0-24,-1.5,did not cover,49.5,under,0
290,SEA,10/30/22,-3,44.5,54,Sun,8,8,,NYG,W 27-13,-3,covered,44.5,under,0
291,SFO,10/30/22,2.5,42,75,Sun,8,8,@,LAR,W 31-14,2.5,covered,42,over,0
292,WAS,10/30/22,3,39.5,58,Sun,8,8,@,IND,W 17-16,3,covered,39.5,under,0
293,BAL,10/27/22,1.5,45.5,79,Thu,8,8,@,TAM,W 27-22,1.5,covered,45.5,over,0
294,TAM,10/27/22,-1.5,45.5,79,Thu,8,8,,BAL,L 22-27,-1.5,did not cover,45.5,over,0
295,CHI,10/24/22,8.5,40.5,56,Mon,7,7,@,NWE,W 33-14,8.5,covered,40.5,over,0
296,NWE,10/24/22,-8.5,40.5,56,Mon,7,7,,CHI,L 14-33,-8.5,did not cover,40.5,over,0
297,ATL,10/23/22,6.5,47,73,Sun,7,7,@,CIN,L 17-35,6.5,did not cover,47,over,0
298,CAR,10/23/22,13,39.5,67,Sun,7,7,,TAM,W 21-3,13,covered,39.5,under,0
299,CIN,10/23/22,-6.5,47,73,Sun,7,7,,ATL,W 35-17,-6.5,covered,47,over,0
300,CLE,10/23/22,6.5,45.5,64,Sun,7,7,@,BAL,L 20-23,6.5,covered,45.5,under,0
301,IND,10/23/22,2.5,41.5,74,Sun,7,7,@,TEN,L 10-19,2.5,did not cover,41.5,under,0
302,DAL,10/23/22,-6.5,49,80,Sun,7,7,,DET,W 24-6,-6.5,covered,49,under,0
303,GNB,10/23/22,-4.5,41.5,62,Sun,7,7,@,WAS,L 21-23,-4.5,did not cover,41.5,over,0
304,KAN,10/23/22,-1,49,64,Sun,7,7,@,SFO,W 44-23,-1,covered,49,over,0
305,MIA,10/23/22,-7.5,44.5,78,Sun,7,7,,PIT,W 16-10,-7.5,did not cover,44.5,under,0
306,PIT,10/23/22,7.5,44.5,78,Sun,7,7,@,MIA,L 10-16,7.5,covered,44.5,under,0
307,BAL,10/23/22,-6.5,45.5,64,Sun,7,7,,CLE,W 23-20,-6.5,did not cover,45.5,under,0
308,LAC,10/23/22,-4.5,50.5,73,Sun,7,7,,SEA,L 23-37,-4.5,did not cover,50.5,over,0
309,SEA,10/23/22,4.5,50.5,73,Sun,7,7,@,LAC,W 37-23,4.5,covered,50.5,over,0
310,SFO,10/23/22,1,49,64,Sun,7,7,,KAN,L 23-44,1,did not cover,49,over,0
311,TAM,10/23/22,-13,39.5,67,Sun,7,7,@,CAR,L 3-21,-13,did not cover,39.5,under,0
312,WAS,10/23/22,4.5,41.5,62,Sun,7,7,,GNB,W 23-21,4.5,covered,41.5,over,0
313,ARI,10/20/22,-2.5,44,89,Thu,7,7,,NOR,W 42-34,-2.5,covered,44,over,0
314,NOR,10/20/22,2.5,44,89,Thu,7,7,@,ARI,L 34-42,2.5,did not cover,44,over,0
315,DEN,10/17/22,4.5,45.5,69,Mon,6,6,@,LAC,L 16-19 (OT),4.5,covered,45.5,under,0
316,LAC,10/17/22,-4.5,45.5,69,Mon,6,6,,DEN,W 19-16 (OT),-4.5,did not cover,45.5,under,0
317,ATL,10/16/22,4.5,45,77,Sun,6,6,,SFO,W 28-14,4.5,covered,45,under,0
318,CAR,10/16/22,10,41.5,72,Sun,6,6,@,LAR,L 10-24,10,did not cover,41.5,under,0
319,CIN,10/16/22,-3,43,77,Sun,6,6,@,NOR,W 30-26,-3,covered,43,over,0
320,CLE,10/16/22,-2.5,43,62,Sun,6,6,,NWE,L 15-38,-2.5,did not cover,43,over,0
321,IND,10/16/22,-1.5,41,62,Sun,6,6,,JAX,W 34-27,-1.5,covered,41,over,0
322,ARI,10/16/22,-2.5,50.5,72,Sun,6,6,@,SEA,L 9-19,-2.5,did not cover,50.5,under,0
323,DAL,10/16/22,6.5,42,63,Sun,6,6,@,PHI,L 17-26,6.5,did not cover,42,over,0
324,GNB,10/16/22,-7.5,45,49,Sun,6,6,,NYJ,L 10-27,-7.5,did not cover,45,under,0
325,JAX,10/16/22,1.5,41,62,Sun,6,6,@,IND,L 27-34,1.5,did not cover,41,over,0
326,MIA,10/16/22,3,45.5,86,Sun,6,6,,MIN,L 16-24,3,did not cover,45.5,under,0
327,MIN,10/16/22,-3,45.5,86,Sun,6,6,@,MIA,W 24-16,-3,covered,45.5,under,0
328,NOR,10/16/22,3,43,77,Sun,6,6,,CIN,L 26-30,3,did not cover,43,over,0
329,NWE,10/16/22,2.5,43,62,Sun,6,6,@,CLE,W 38-15,2.5,covered,43,over,0
330,NYG,10/16/22,5.5,45.5,60,Sun,6,6,,BAL,W 24-20,5.5,covered,45.5,under,0
331,NYJ,10/16/22,7.5,45,49,Sun,6,6,@,GNB,W 27-10,7.5,covered,45,under,0
332,PHI,10/16/22,-6.5,42,63,Sun,6,6,,DAL,W 26-17,-6.5,covered,42,over,0
333,PIT,10/16/22,9.5,46,62,Sun,6,6,,TAM,W 20-18,9.5,covered,46,under,0
334,LAR,10/16/22,-10,41.5,72,Sun,6,6,,CAR,W 24-10,-10,covered,41.5,under,0
335,BAL,10/16/22,-5.5,45.5,60,Sun,6,6,@,NYG,L 20-24,-5.5,did not cover,45.5,under,0
336,SEA,10/16/22,2.5,50.5,72,Sun,6,6,,ARI,W 19-9,2.5,covered,50.5,under,0
337,SFO,10/16/22,-4.5,45,77,Sun,6,6,@,ATL,L 14-28,-4.5,did not cover,45,under,0
338,TAM,10/16/22,-9.5,46,62,Sun,6,6,@,PIT,L 18-20,-9.5,did not cover,46,under,0
